,Company,Valuation ($B),Country,City,Industry,Select Inverstors,Founded Year,Financial Stage,Investors Count,Deal Terms,Year Joined,Total Raised ($B),years_to_unicorn,Select_Inverstor_1
936,GO1,1.0,Australia,Brisbane,Internet software & services,"Y Combinator, M12, SEEK",2015,None,23,3,2021,0.27325,6,"['Y Combinator', ' M12', ' SEEK']"
937,Interos,1.0,United States,Arlington,Fintech,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",2005,None,6,1,2021,0.13235,16,"['Kleiner Perkins Caufield & Byers', ' NightDragon Security', ' Venrock']"
938,BlackBuck,1.0,India,Bengaluru,"Supply chain, logistics, & delivery","Accel, Sands Capital, International Finance Corporation",2015,None,20,7,2021,0.33088,6,"['Accel', ' Sands Capital', ' International Finance Corporation']"
939,NIUM,1.0,Singapore,Fintech,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",None,2014,None,22,3,2021,0.2591,7,['None']
940,Unico,1.0,Brazil,Sao Paulo,Artificial intelligence,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2007,None,5,1,2021,0.23594,14,"['Big Bets', ' General Atlantic', ' SOFTBANK Latin America Ventures']"
941,Human Interest,1.0,United States,San Francisco,Fintech,"Wing Venture Capital, Slow Ventures, Uncork Capital",2015,None,26,3,2021,0.33502,6,"['Wing Venture Capital', ' Slow Ventures', ' Uncork Capital']"
942,Bluecore,1.0,United States,New York,Artificial intelligence,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",2013,None,8,4,2021,0.23812,8,"['FirstMark Capital', ' Georgian Partners', ' Norwest Venture Partners']"
943,Freshbooks,1.0,Canada,Toronto,Fintech,"Accomplice, Oak Investment Partners, Georgian Partners",2004,None,9,3,2021,0.20375,17,"['Accomplice', ' Oak Investment Partners', ' Georgian Partners']"
944,Snorkel AI,1.0,United States,Palo Alto,Artificial intelligence,"Greylock Partners, Google Ventures, BlackRock",2019,None,10,1,2021,0.135,2,"['Greylock Partners', ' Google Ventures', ' BlackRock']"
945,Gelato,1.0,Norway,Oslo,E-commerce & direct-to-consumer,"Greylock Partners, Google Ventures, BlackRock",2007,None,9,4,2021,0.29361000000000004,14,"['Greylock Partners', ' Google Ventures', ' BlackRock']"
946,Maven Clinic,1.0,United States,New York,Health,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2014,None,26,3,2021,0.19947,7,"['Female Founders Fund', ' Oak HC/FT Partners', ' Sequoia Capital']"
947,Dunamu,1.0,South Korea,Seoul,Fintech,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",2012,None,10,2,2021,0.07244,9,"['Qualcomm Ventures', ' Woori Investment', ' Hanwha Investment & Securities']"
948,Shield AI,1.0,United States,San Diego,Artificial intelligence,"Andreessen Horowitz, Homebrew, Point72 Ventures",2015,None,6,2,2021,0.34535000000000005,6,"['Andreessen Horowitz', ' Homebrew', ' Point72 Ventures']"
949,PicsArt,1.0,United States,San Francisco,Mobile & telecommunications,"Sequoia Capital, DCM Ventures, Insight Partners",2011,None,9,4,2021,0.175,10,"['Sequoia Capital', ' DCM Ventures', ' Insight Partners']"
950,1KMXC,1.0,China,Hangzhou,Hardware,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",2014,None,8,3,2021,0.09895999999999999,7,"['Goldman Sachs Asset Management', ' SDP Investment', ' Alibaba Group']"
951,Cider,1.0,Hong Kong,E-commerce & direct-to-consumer,"Andreessen Horowitz, DST Global, IDG Capital",None,2020,None,8,2,2021,0.13146000000000002,1,['None']
952,Berlin Brands Group,1.0,Germany,Berlin,E-commerce & direct-to-consumer,"Ardian, Bain Capital",2005,None,2,1,2021,0.93871,16,"['Ardian', ' Bain Capital']"
953,Agile Robots,1.0,Germany,Munich,Hardware,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",2018,None,14,1,2021,0.35,3,"['Hillhouse Capital Management', ' Sequoia Capital China', ' Linear Venture']"
954,GrubMarket,1.2,United States,San Francisco,E-commerce & direct-to-consumer,"GGV Capital, BlackRock, ACE & Company",2013,None,55,5,2021,0.39606,8,"['GGV Capital', ' BlackRock', ' ACE & Company']"
957,Xendit,1.0,Indonesia,Jakarta,Fintech,"Accel, Y Combinator, Amasia",2014,None,8,1,2021,0.21500999999999998,7,"['Accel', ' Y Combinator', ' Amasia']"
958,TrueLayer,1.0,United Kingdom,London,Fintech,"Anthemis, Connect Ventures, Northzone Ventures",2016,None,17,3,2021,0.2718,5,"['Anthemis', ' Connect Ventures', ' Northzone Ventures']"
960,PandaDoc,1.0,United States,San Francisco,Internet software & services,"Rembrandt Venture Partners, M12, Altos Ventures",2016,None,17,3,2021,0.2718,5,"['Rembrandt Venture Partners', ' M12', ' Altos Ventures']"
961,Keenon Robotics,1.0,China,Shanghai,"Supply chain, logistics, & delivery","Yunqi Partners, SoftBank Group, iVision Ventures",2010,None,13,1,2021,0.22879,11,"['Yunqi Partners', ' SoftBank Group', ' iVision Ventures']"
962,HAYDON,1.0,China,Shanghai,Consumer & retail,"Tencent Holdings, Hillhouse Capital Management",2020,None,2,1,2021,0.1,1,"['Tencent Holdings', ' Hillhouse Capital Management']"
963,Ninja Van,1.0,Singapore,"Supply chain, logistics, & delivery","B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",None,2014,None,15,6,2021,0.9765,7,['None']
964,Vedantu,1.0,India,Bengaluru,Edtech,"Accel, Tiger Global Management, Omidyar Network",2014,None,13,5,2021,0.30838,7,"['Accel', ' Tiger Global Management', ' Omidyar Network']"
965,TrialSpark,1.0,United States,New York,Health,"Sequoia Capital, Thrive Capital, Sound Ventures",2014,None,14,1,2021,0.2383,7,"['Sequoia Capital', ' Thrive Capital', ' Sound Ventures']"
966,Ajaib,1.0,Indonesia,Jakarta,Fintech,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",2018,None,12,1,2021,0.24522,3,"['Softbank Ventures Asia', ' Alpha JWC Ventures', ' Insignia Ventures Partners']"
967,Licious,1.0,India,Bengaluru,E-commerce & direct-to-consumer,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",2015,None,21,5,2021,0.338,6,"['3one4 Capital Partners', ' Bertelsmann India Investments', ' Vertex Ventures SE Asia']"
968,Masterworks,1.0,United States,New York,Fintech,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",2017,None,3,1,2021,0.11,4,"['Left Lane Capital', ' Galaxy Interactive', ' Tru Arrow Partners']"
969,Chronosphere,1.0,United States,New York,Data management & analytics,"Greylock Partners, Lux Capital, General Atlantic",2019,None,6,1,2021,0.25534,2,"['Greylock Partners', ' Lux Capital', ' General Atlantic']"
970,Solo.io,1.0,United States,Cambridge,Internet software & services,"True Ventures, Altimeter Capital, Redpoint Ventures",2017,None,3,1,2021,0.17185,4,"['True Ventures', ' Altimeter Capital', ' Redpoint Ventures']"
971,Swile,1.0,France,Montpellier,Fintech,"Index Ventures, IDInvest Partners, Daphni",2016,None,8,2,2021,0.32843,5,"['Index Ventures', ' IDInvest Partners', ' Daphni']"
972,MobiKwik,1.0,India,Gurugram,Fintech,"Sequoia Capital India, The Times Group, GMO VenturePartners",2009,None,31,9,2021,0.24896000000000001,12,"['Sequoia Capital India', ' The Times Group', ' GMO VenturePartners']"
973,Zopa,1.0,United Kingdom,London,Fintech,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",2005,None,17,2,2021,0.6719299999999999,16,"['IAG Capital Partners', ' Augmentum Fintech', ' Northzone Ventures']"
974,Dental Monitoring,1.0,France,Paris,Health,"Vitruvian Partners, Merieux Equity Partners, Straumann",2014,None,3,1,2021,0.21008000000000002,7,"['Vitruvian Partners', ' Merieux Equity Partners', ' Straumann']"
975,CargoX,1.0,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","Valor Capital Group, Lightrock, Softbank Group",2015,None,18,3,2021,0.37793,6,"['Valor Capital Group', ' Lightrock', ' Softbank Group']"
977,Augury,1.0,United States,New York,Artificial intelligence,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2011,None,13,3,2021,0.294,10,"['Lerer Hippeau', ' Munich Re Ventures', ' Eclipse Ventures']"
978,Moka,1.0,China,Beijing,Internet software & services,"GGV Capital, GSR Ventures, FreesFund",2015,None,8,2,2021,0.14227,6,"['GGV Capital', ' GSR Ventures', ' FreesFund']"
979,Tezign,1.0,China,Shanghai,Internet software & services,"Sequoia Capital China, Linear Venture, Hearst Ventures",2015,None,14,1,2021,0.11,6,"['Sequoia Capital China', ' Linear Venture', ' Hearst Ventures']"
980,Vagaro,1.0,United States,Dublin,Internet software & services,FTV Capital,2009,None,2,1,2021,0.0645,12,['FTV Capital']
981,Drata,1.0,United States,San Diego,Cybersecurity,"Cowboy Ventures, Leaders Fund, GGV Capital",2020,None,9,1,2021,0.12819999999999998,1,"['Cowboy Ventures', ' Leaders Fund', ' GGV Capital']"
982,Razor,1.0,Germany,Berlin,Consumer & retail,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",2020,None,13,2,2021,0.55871,1,"['Global Founders Capital', ' 468 Capital', ' Redalpine Venture Partners']"
983,OpenWeb,1.0,United States,New York,Internet software & services,"Insight Partners, AltaIR Capital, Norma Investments",2012,None,23,2,2021,0.213,9,"['Insight Partners', ' AltaIR Capital', ' Norma Investments']"
984,Contrast Security,1.0,United States,Los Altos,Cybersecurity,"Acero Capital, General Catalyst, M12",2014,None,11,3,2021,0.269,7,"['Acero Capital', ' General Catalyst', ' M12']"
985,Wrapbook,1.0,United States,New York,Fintech,"Equal Ventures, Uncork Capital, Andreessen Horowitz",2018,None,8,1,2021,0.1306,3,"['Equal Ventures', ' Uncork Capital', ' Andreessen Horowitz']"
986,Gaussian Robotics,1.1,China,Shanghai,Hardware,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",2013,None,17,1,2021,0.28783,8,"['BlueRun Ventures', ' Grand Flight Investment', ' Meituan Dianping']"
987,Mensa Brands,1.0,India,Bengaluru,Other,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021,None,13,3,2021,0.22858,0,"['Accel', ' Falcon Edge Capital', ' Norwest Venture Partners']"
988,Heyday,1.0,United States,Chicago,E-commerce & direct-to-consumer,"Khosla Ventures,General Catalyst, Victory Park Capital",2017,None,10,1,2021,0.00662,4,"['Khosla Ventures', 'General Catalyst', ' Victory Park Capital']"
989,PLACE,1.0,United States,Bellingham,Internet software & services,"Goldman Sachs Asset Management, 3L",2020,None,2,1,2021,0.1,1,"['Goldman Sachs Asset Management', ' 3L']"
990,Stytch,1.0,United States,San Francisco,Cybersecurity,"Index Ventures, Benchmark, Thrive Capital",2020,None,11,3,2021,0.126,1,"['Index Ventures', ' Benchmark', ' Thrive Capital']"
991,Owkin,1.0,United States,New York,Artificial Intelligence,"Google Ventures, Cathay Innovation, NJF Capital",2016,None,12,2,2021,0.2541,5,"['Google Ventures', ' Cathay Innovation', ' NJF Capital']"
992,Expel,1.0,United States,Herndon,Cybersecurity,"Paladin Capital Group, Greycroft, Scale Venture Partners",2016,None,11,3,2021,0.25780000000000003,5,"['Paladin Capital Group', ' Greycroft', ' Scale Venture Partners']"
993,NoBroker,1.0,India,Bengaluru,Internet software & services,"General Atlantic, Elevation Capital, BEENEXT",2014,None,14,5,2021,0.37139999999999995,7,"['General Atlantic', ' Elevation Capital', ' BEENEXT']"
994,Slice,1.0,India,Bengaluru,Fintech,"Gunosy Capital, Blume Ventures, Das Capital",2015,None,30,3,2021,0.30373,6,"['Gunosy Capital', ' Blume Ventures', ' Das Capital']"
995,Thought Machine,1.0,United Kingdom,London,Fintech,"British Patient Capital, SEB Venture Capital, IQ Capital",2014,None,15,3,2021,0.40205,7,"['British Patient Capital', ' SEB Venture Capital', ' IQ Capital']"
996,Lessen,1.0,United States,Scottsdale,Internet software & services,"Khosla Ventures, General Catalyst, Navitas Capital",2019,None,4,1,2021,0.205,2,"['Khosla Ventures', ' General Catalyst', ' Navitas Capital']"
997,Clara,1.0,Mexico,Mexico City,Fintech,"DST Global, General Catalyst, Monashees+",2020,None,14,2,2021,0.1085,1,"['DST Global', ' General Catalyst', ' Monashees+']"
998,YipitData,1.0,United States,New York,Internet software & services,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",2008,None,15,3,2021,0.49205,13,"['RRE Ventures+', ' Highland Capital Partners', ' The Carlyle Group']"
999,Anyscale,1.0,United States,Berkeley,Artificial Intelligence,"Andreessen Horowitz, Intel Capital, Foundation Capital",2019,None,10,1,2021,0.1606,2,"['Andreessen Horowitz', ' Intel Capital', ' Foundation Capital']"
1001,ReliaQuest,1.0,United States,Tampa,Cybersecurity,"KKR, FTV Capital, Ten Eleven Ventures",2007,None,4,1,2021,0.33,14,"['KKR', ' FTV Capital', ' Ten Eleven Ventures']"
1002,Pet Circle,1.0,Australia,Alexandria,E-commerce & direct-to-consumer,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",2011,None,6,1,2021,0.12635,10,"['Prysm Capital', ' Baillie Gifford & Co.', ' TDM Growth Partners']"
1003,Nature's Fynd,1.0,United States,Chicago,Other,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",2012,None,20,1,2021,0.50848,9,"['Danone Manifesto Ventures', ' 1955 Capital', ' Breakthrough Energy Ventures']"
1004,Lydia,1.0,France,Paris,Fintech,"NewAlpha, XAnge Private Equity, Tencent Holdings",2011,None,12,3,2021,0.26033,10,"['NewAlpha', ' XAnge Private Equity', ' Tencent Holdings']"
1005,SellerX,1.0,Germany,Berlin,E-commerce & direct-to-consumer,"Cherry Ventures, Felix Capital, 83North",2020,None,13,1,2021,0.7667,1,"['Cherry Ventures', ' Felix Capital', ' 83North']"
1006,SnapLogic,1.0,United States,San Mateo,Internet software & services,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",2006,None,18,8,2021,0.39786,15,"['Andreessen Horowitz', ' Triangle Peak Partners', ' Ignition Partners']"
1007,Cadence,1.0,United States,New York,Health,"Thrive Capital, General Catalyst, Coatue Management",2020,None,8,1,2021,0.141,1,"['Thrive Capital', ' General Catalyst', ' Coatue Management']"
1008,Noname Security,1.0,United States,Palo Alto,Cybersecurity,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2020,None,7,1,2021,0.22,1,"['Insight Partners', ' Lightspeed Venture Partners', ' CyberStarts']"
1009,Rothy's,1.0,United States,San Francisco,Consumer & retail,"Alpargatas, GS Growth, Lightspeed Venture Partners",2016,None,6,2,2021,0.044,5,"['Alpargatas', ' GS Growth', ' Lightspeed Venture Partners']"
1010,VOI,1.0,Sweden,Stockholm,Travel,"Vostok New Ventures, The Raine Group, Balderton Capital",2018,None,33,3,2021,0.5179,3,"['Vostok New Ventures', ' The Raine Group', ' Balderton Capital']"
1011,Haomao.AI,1.0,China,Beijing,Artificial Intelligence,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2019,None,7,1,2021,0.20391,2,"['Qualcomm Ventures', ' Nine Intelligence Capital', ' Hillhouse Capital Management']"
1012,Kopi Kenangan,1.0,Indonesia,Jakarta,Consumer & retail,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2017,None,13,1,2021,0.233,4,"['Horizons Ventures', ' Sequoia Capital India', ' Alpha JWC Ventures']"
1013,InFarm,1.0,Germany,Berlin,Other,"Atomico, Hanaco Venture Capital, TriplePoint Capital",2013,None,22,2,2021,0.6015900000000001,8,"['Atomico', ' Hanaco Venture Capital', ' TriplePoint Capital']"
1014,ONE,1.0,Singapore,Internet software & services,"Temasek, Guggenheim Investments, Qatar Investment Authority",None,2011,None,11,1,2021,0.486,10,['None']
1015,Fractal Analytics,1.0,India,Mumbai,Data management & analytics,"TPG Capital, Apax Partners, TA Associates",2000,None,6,3,2022,0.688,22,"['TPG Capital', ' Apax Partners', ' TA Associates']"
1016,Assent Compliance,1.0,Canada,Ottawa,"Supply chain, logistics, & delivery","Vista Equity Partners, Warburg Pincus, First Ascent Ventures",2005,None,8,3,2022,0.50164,17,"['Vista Equity Partners', ' Warburg Pincus', ' First Ascent Ventures']"
1017,CAIS,1.0,United States,New York,Fintech,"Franklin Templeton, Motive Partners. Apollo Global Management",2009,None,7,2,2022,0.283,13,"['Franklin Templeton', ' Motive Partners. Apollo Global Management']"
1018,Placer.ai,1.0,United States,Los Altos,Artificial intelligence,"Fifth Wall Ventures, JBV Capital, Array Ventures",2016,None,19,1,2022,0.16634000000000002,6,"['Fifth Wall Ventures', ' JBV Capital', ' Array Ventures']"
1019,Pentera,1.0,Israel,Petah Tikva,Cybersecurity,"AWZ Ventures, Blackstone, Insight Partners",2015,None,6,1,2022,0.185,7,"['AWZ Ventures', ' Blackstone', ' Insight Partners']"
1020,Darwinbox,1.0,India,Hyderabad,Internet software & services,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",2015,None,10,2,2022,0.1067,7,"['Lightspeed India Partners', ' Sequoia Capital India', ' Endiya Partners']"
1021,Minio,1.0,United States,Palo Alto,Data management & analytics,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2014,None,13,2,2022,0.1263,8,"['General Catalyst', ' Nexus Venture Partners', ' Dell Technologies Capital']"
1022,Fever Labs,1.0,United States,New York,Internet software & services,"Accel, 14W, GS Growth",2012,None,26,4,2022,0.31543,10,"['Accel', ' 14W', ' GS Growth']"
1023,Esusu,1.0,United States,New York,Fintech,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",2015,None,25,1,2022,0.14443,7,"['Next Play Ventures', ' Zeal Capital Partners', ' SoftBank Group']"
1024,Betterfly,1.0,Chile,Santiago,Artificial intelligence,"QED Investors, DST Global, Endeavor",2018,None,13,1,2022,0.2025,4,"['QED Investors', ' DST Global', ' Endeavor']"
1025,Dune Analytics,1.0,Norway,Oslo,Data management & analytics,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",2018,None,12,1,2022,0.07942,4,"['Multicoin Capital', ' Coatue Management', ' Dragonfly Capital Partners']"
1026,Scandit,1.0,Switzerland,Zurich,"Supply chain, logistics, & delivery","Atomico, NGP Capital, Google Ventures",2009,None,12,3,2022,0.273,13,"['Atomico', ' NGP Capital', ' Google Ventures']"
1027,Payhawk,1.0,United Kingdom,London,Fintech,"Earlybird Venture Capital, Eleven Ventures, QED Investors",2018,None,15,2,2022,0.2365,4,"['Earlybird Venture Capital', ' Eleven Ventures', ' QED Investors']"
1028,Watershed,1.0,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Sequoia Capital",2019,None,4,1,2022,0.07,3,"['Kleiner Perkins Caufield & Byers', ' Sequoia Capital']"
